Country Name,Event,Language,Region,annotation_id,no GG detected,region_specification,Theme_Combined,Year,Cumulative CO2,GDP_capita,Annual_Capita_CO2_Consumption,HDI,HDI_Level,LDC,SIDS
Zambia,COP25,en,Africa,171,,,S_dom,2019,0.014588068,1268.12094056241,0.421688,0.569,Medium,Yes,No
Cameroon,COP26,translated,Africa,335,,,S_dom,2021,0.016157184,1654.25703730592,0.37861246,0.587,Medium,No,No
Congo,COP26,translated,Africa,338,,,S_dom,2021,0.009495261,2540.47321153317,1.2433366,0.593,Medium,No,No
Mali,COP26,translated,Africa,346,,,S_dom,2021,0.0045366944,881.510088733585,0.31628212,0.41,Low,Yes,No
Ethiopia,COP27,en,Africa,421,Yes,Africa,S_dom,2022,0.016937496,1027.58591095964,0.15458965,0.492,Low,Yes,No
Zambia,COP27,en,Africa,473,,,S_dom,2022,0.015142661,1456.90157015445,0.44570068,0.569,Medium,Yes,No
Congo,COP28,translated,Africa,594,,,S_dom,2022,0.009715495,2649.22502230642,1.2447897,0.593,Medium,No,No
Eritrea,COP28,en,Africa,521,,,S_dom AG,2022,0.0010403047,,0.18914719,0.493,Low,Yes,No
Angola,COP26,en,Africa,229,,,S_dom W_int,2021,0.03819199,1927.47407832091,0.50735646,0.591,Medium,Yes,No
Uganda,COP26,en,Africa,316,,,S_dom W_int,2021,0.006472777,883.465728077878,0.13200122,0.55,Medium,Yes,No
Mozambique,COP27,en,Africa,445,,,S_dom W_int,2022,0.010814975,558.298606448221,0.24274588,0.461,Low,Yes,No
Algeria,COP27,translated,Africa,391,,,S_int,2022,0.28636345,4342.63796796522,3.9272263,0.745,High,No,No
Libya,COP28,translated,Africa,491,,,S_int,2022,0.13252126,6716.09598462328,9.242238,0.746,High,No,No
Kenya,COP28,en,Africa,534,,"[""Africa"",""Africa""]",S_int,2022,0.03012629,2099.30193826696,0.45998666,0.601,Medium,No,No
Zimbabwe,COP28,en,Africa,580,,,S_int,2022,0.04505099,1676.82148896726,0.542628,0.55,Medium,No,No
Morocco,COP28,translated,Africa,589,,,S_int,2022,0.105966136,3441.99145507813,1.8263615,0.698,Medium,No,No
Sao Tome and Principe,COP28,translated,Africa,602,,,S_int,2022,0.00021077585,2386.6961758184,0.5816142,0.613,Medium,Yes,Yes
Seychelles,COP26,en,Africa,299,,,S_reg,2021,0.0008219678,12963.0589802139,6.2225175,0.802,Very High,No,Yes
Ghana,COP27,en,Africa,424,,Africa,S_reg,2022,0.021915862,2203.55893518303,0.6215505,0.602,Medium,No,No
Kenya,COP27,en,Africa,435,,Africa,S_reg AG,2022,0.03012629,2099.30193826696,0.45998666,0.601,Medium,No,No
Liberia,COP26,en,Africa,275,,Africa,S_reg W_dom,2021,0.0028776315,675.66318584916,0.16660595,0.487,Low,Yes,No
Algeria,COP24,translated,Africa,7,,LDC,S_reg W_int,2018,0.26872766,4171.79038755546,4.0850997,0.745,High,No,No
Kenya,COP24,en,Africa,32,,,W_dom,2018,0.027230984,1845.7834137515,0.37711197,0.601,Medium,No,No
Malawi,COP24,en,Africa,40,,,W_dom,2018,0.0028898027,537.932204050438,0.093806386,0.508,Low,Yes,No
Burundi,COP24,translated,Africa,75,,,W_dom,2018,0.0007080385,232.060616627711,0.05612558,0.42,Low,Yes,No
Morocco,COP25,translated,Africa,111,,Africa,W_dom,2019,0.10054885,3498.58276367188,1.8935199,0.698,Medium,No,No
Guinea,COP25,en,Africa,127,,,W_dom,2019,0.0050416985,1043.89988618266,0.3044799,0.471,Low,Yes,No
Gabon,COP25,translated,Africa,183,,,W_dom,2019,0.017060332,7523.86228077637,2.4193206,0.693,Medium,No,No
Niger,COP25,translated,Africa,186,,,W_dom,2019,0.0027879868,549.81612778082,0.10720992,0.394,Low,Yes,No
Egypt,COP26,en,Africa,254,,,W_dom,2021,0.3871523,3886.7224983901,2.2595594,0.728,High,No,No
Zimbabwe,COP26,en,Africa,321,,,W_dom,2021,0.045505,1773.92041090285,0.5249723,0.55,Medium,No,No
Chad,COP26,translated,Africa,337,,LDC,W_dom,2021,0.0024521956,685.690315037547,0.14357351,0.394,Low,Yes,No
Madagascar,COP26,translated,Africa,345,,,W_dom,2021,0.005809988,503.352081190858,0.1475559,0.487,Low,Yes,No
Sudan,COP27,translated,Africa,397,,,W_dom,2022,0.028248997,1102.146484375,0.4696261,0.516,Low,Yes,No
Angola,COP28,en,Africa,499,,,W_dom,2022,0.03829815,3000.44423053173,0.45155162,0.591,Medium,Yes,No
Malawi,COP28,en,Africa,540,,,W_dom,2022,0.0030849797,645.158692067185,0.10262384,0.508,Low,Yes,No
Burundi,COP28,translated,Africa,592,,,W_dom,2022,0.00082024164,259.025031363515,0.06194545,0.42,Low,Yes,No
Mali,COP24,translated,Africa,80,,,W_dom AG,2018,0.0036613573,856.356596550603,0.24624196,0.41,Low,Yes,No
Tunisia,COP24,translated,Africa,10,,,W_int,2018,0.05329325,3577.17534204669,2.6090631,0.732,High,No,No
Rwanda,COP24,en,Africa,49,,,W_int,2018,0.0016463688,768.943661203909,0.10273057,0.548,Low,Yes,No
South Africa,COP24,en,Africa,56,,,W_int,2018,1.2373605,7067.72416484458,7.5905123,0.717,High,No,No
Ghana,COP25,en,Africa,126,,,W_int,2019,0.019688636,2167.92544000869,0.5208505,0.602,Medium,No,No
Namibia,COP26,en,Africa,283,,,W_int,2021,0.004517969,4919.18895548026,1.4751465,0.61,Medium,No,No
Côte d'Ivoire,COP26,translated,Africa,339,,,W_int,2021,,2613.3788930684,0.42686108,0.534,Low,No,No
Mauritania,COP26,translated,Africa,347,,,W_int,2021,0.00471545,1998.39400265586,0.96533614,0.54,Low,Yes,No
Togo,COP26,translated,Africa,352,,,W_int,2021,0.003954756,976.666183129642,0.29565188,0.547,Low,Yes,No
Tunisia,COP28,translated,Africa,496,,,W_int,2022,0.056218024,3747.41939149283,2.879285,0.732,High,No,No
Namibia,COP28,en,Africa,548,,,W_int,2022,0.0046462673,5031.11503011478,1.5399038,0.61,Medium,No,No
Uganda,COP28,en,Africa,577,,,W_int,2022,0.006676806,964.39586947645,0.12744623,0.55,Medium,Yes,No
Ghana,COP24,en,Africa,25,,LDC,W_reg,2018,0.019127693,2180.02968425645,0.49216223,0.602,Medium,No,No
Liberia,COP24,en,Africa,36,,LDC,W_reg,2018,0.002907041,700.037039377706,0.08626178,0.487,Low,Yes,No
Niger,COP24,translated,Africa,83,,Africa,W_reg,2018,0.0026969714,568.599659746618,0.079877935,0.394,Low,Yes,No
Lesotho,COP25,en,Africa,134,,LDC,W_reg,2019,0.003708936,1061.22335618067,1.073333,0.521,Low,Yes,No
Libya,COP26,translated,Africa,221,,,W_reg,2021,0.13173024,5908.9513231651,9.491187,0.746,High,No,No
Cyprus,COP26,en,Asia,250,Yes,,AG,2021,0.017299684,32745.84375,5.6497326,0.907,Very High,No,No
Palestine,COP27,translated,Asia,395,Yes,,AG,2022,0.0037837059,3789.32796575153,0.6660658,0.716,High,No,No
Malaysia,COP28,en,Asia,541,Yes,,AG,2022,0.36603746,11993.1876132994,8.576508,0.807,Very High,No,No
Nepal,COP28,en,Asia,549,Yes,,AG,2022,0.010935361,1336.54604729847,0.5074035,0.601,Medium,Yes,No
Oman,COP24,translated,Asia,9,Yes,,NG,2018,0.0741708,19887.5743113149,14.373644,0.819,Very High,No,No
Cambodia,COP24,en,Asia,19,Yes,,NG,2018,0.007979142,1533.31598466079,0.8694936,0.6,Medium,Yes,No
Israel,COP24,en,Asia,28,Yes,,NG,2018,0.13892809,42406.8454263606,7.0934634,0.915,Very High,No,No
Sri Lanka,COP24,en,Asia,59,Yes,,NG,2018,0.027947687,4360.58473469252,0.93124175,0.78,High,No,No
Thailand,COP24,en,Asia,62,Yes,,NG,2018,0.41066635,7124.55881041403,4.0539184,0.803,Very High,No,No
Bhutan,COP25,en,Asia,117,Yes,,NG,2019,0.0010962724,3564.59877168289,1.9005703,0.681,Medium,No,No
Indonesia,COP25,en,Asia,128,Yes,,NG,2019,0.82705534,4151.22755440796,2.4144928,0.713,High,No,No
Israel,COP25,en,Asia,130,Yes,,NG,2019,0.1393608,44452.2325623093,6.8145585,0.915,Very High,No,No
Maldives,COP25,en,Asia,140,Yes,,NG,2019,0.0013958883,11349.8592642235,3.870847,0.762,High,No,Yes
Philippines,COP25,en,Asia,150,Yes,,NG,2019,0.19558878,3413.84904430419,1.3060241,0.71,High,No,No
Sri Lanka,COP25,en,Asia,161,Yes,,NG,2019,0.028601594,4082.69404871533,0.98071545,0.78,High,No,No
Thailand,COP25,en,Asia,166,Yes,,NG,2019,0.41846484,7628.57603307351,3.95287,0.803,Very High,No,No
Oman,COP26,translated,Asia,222,Yes,,NG,2021,0.08078324,19509.4664633867,15.677213,0.819,Very High,No,No
Syria,COP26,translated,Asia,224,Yes,,NG,2021,0.11069602,420.622705161108,1.2763344,0.557,Medium,No,No
Indonesia,COP26,en,Asia,226,Yes,,NG,2021,0.8632295,4334.2159826606,2.2499223,0.713,High,No,No
Jordan,COP26,en,Asia,227,Yes,,NG,2021,0.04142869,4152.75795426388,2.0332546,0.736,High,No,No
Azerbaijan,COP26,en,Asia,234,Yes,,NG,2021,0.14412785,5408.04535175023,3.7170222,0.76,High,No,No
Bahrain,COP26,en,Asia,236,,,NG,2021,0.056088913,26850.0033915702,26.052996,0.888,Very High,No,No
Iran,COP26,en,Asia,266,Yes,,NG,2021,1.1039877,4084.20030479458,7.825858,0.78,High,No,No
Malaysia,COP26,en,Asia,278,Yes,,NG,2021,0.3571023,11134.6229528189,8.3059,0.807,Very High,No,No
Nepal,COP26,en,Asia,285,Yes,,NG,2021,0.010276412,1229.39420516246,0.52033556,0.601,Medium,Yes,No
Pakistan,COP26,en,Asia,289,Yes,,NG,2021,0.30275145,1506.10829305917,0.96563566,0.54,Low,No,No
Philippines,COP26,en,Asia,291,Yes,,NG,2021,0.20337373,3460.53938169242,1.253542,0.71,High,No,No
Sri Lanka,COP26,en,Asia,307,Yes,,NG,2021,0.029765397,3996.57199501251,0.92399746,0.78,High,No,No
Lebanon,COP27,translated,Asia,393,Yes,,NG,2022,0.043743912,4136.14657516013,4.3543963,0.723,High,No,No
Oman,COP27,translated,Asia,394,Yes,,NG,2022,0.08315092,25056.7948608378,15.730261,0.819,Very High,No,No
Yemen,COP27,translated,Asia,398,Yes,,NG,2022,0.03878309,650.272218434766,0.33701748,0.424,Low,Yes,No
Azerbaijan,COP27,en,Asia,404,Yes,,NG,2022,0.14325464,7762.0738285884,3.6746833,0.76,High,No,No
Cambodia,COP27,en,Asia,413,Yes,,NG,2022,0.011684355,1759.60802346044,1.1900775,0.6,Medium,Yes,No
Georgia,COP27,en,Asia,423,Yes,,NG,2022,0.038502216,6674.95695994589,2.962545,0.814,Very High,No,No
Indonesia,COP27,en,Asia,430,Yes,,NG,2022,0.88625413,4787.99930771921,2.6456614,0.713,High,No,No
Kazakhstan,COP27,en,Asia,434,Yes,,NG,2022,0.8024235,11492.031938762,13.979704,0.802,Very High,No,No
Malaysia,COP27,en,Asia,440,Yes,,NG,2022,0.36603746,11993.1876132994,8.576508,0.807,Very High,No,No
Nepal,COP27,en,Asia,447,Yes,,NG,2022,0.010935361,1336.54604729847,0.5074035,0.601,Medium,Yes,No
Sri Lanka,COP27,en,Asia,464,Yes,,NG,2022,0.030119024,3354.38340757565,0.7936504,0.78,High,No,No
Kyrgyzstan,COP28,translated,Asia,490,Yes,,NG,2022,0.048550326,1655.07269765044,1.4251612,0.701,High,No,No
Palestine,COP28,translated,Asia,493,Yes,,NG,2022,0.0037837059,3789.32796575153,0.6660658,0.716,High,No,No
Jordan,COP28,en,Asia,498,Yes,,NG,2022,0.04185297,4311.00004622061,2.0301995,0.736,High,No,No
Armenia,COP28,en,Asia,501,Yes,,NG,2022,0.02198284,7018.05150434798,2.3045583,0.786,High,No,No
Azerbaijan,COP28,en,Asia,504,Yes,,NG,2022,0.14325464,7762.0738285884,3.6746833,0.76,High,No,No
Bhutan,COP28,en,Asia,510,Yes,,NG,2022,0.001200218,3560.19770457687,1.3489918,0.681,Medium,No,No
Laos,COP28,en,Asia,536,Yes,LDC,NG,2022,0.01126494,2054.43078086496,3.0803475,0.62,Medium,Yes,No
Maldives,COP28,en,Asia,542,Yes,,NG,2022,0.0015960827,11780.8169102421,3.2475724,0.762,High,No,Yes
Philippines,COP28,en,Asia,555,Yes,,NG,2022,0.2075953,3498.5098055874,1.3014648,0.71,High,No,No
Tajikistan,COP28,en,Asia,570,Yes,,NG,2022,0.027830021,1054.18948358818,1.0064901,0.679,Medium,No,No
Thailand,COP28,en,Asia,571,Yes,,NG,2022,0.43842116,6909.9562847948,3.7762568,0.803,Very High,No,No
Turkey,COP28,en,Asia,574,Yes,,NG,2022,0.6648424,10674.5041731531,5.1052055,0.855,Very High,No,No
Turkmenistan,COP28,en,Asia,575,Yes,,NG,2022,0.14197806,8792.5485039672,11.03418,0.744,High,No,No
Armenia,COP24,en,Asia,14,,,S_dom,2018,0.022323562,4391.92326991474,2.0538187,0.786,High,No,No
Japan,COP24,en,Asia,31,,,S_dom,2018,3.9016821,39751.1330982711,9.042501,0.92,Very High,No,No
Laos,COP24,en,Asia,34,,,S_dom,2018,0.0070038806,2553.36186646266,2.893467,0.62,Medium,Yes,No
Malaysia,COP25,en,Asia,139,,,S_dom,2019,0.3395757,11132.1027429418,8.154313,0.807,Very High,No,No
Brunei,COP26,en,Asia,245,,,S_dom,2021,0.022506531,31448.9127482937,25.375603,0.823,Very High,No,No
Kyrgyzstan,COP26,en,Asia,272,Yes,,S_dom,2021,0.049045023,1365.50830399287,1.4451864,0.701,High,No,No
Laos,COP26,en,Asia,273,,,S_dom,2021,0.010169801,2535.62343413571,3.1470437,0.62,Medium,Yes,No
Thailand,COP26,en,Asia,312,,,S_dom,2021,0.4322062,7060.89770696418,3.7320516,0.803,Very High,No,No
Qatar,COP27,translated,Asia,396,,,S_dom,2022,0.13029923,87661.4501457275,37.601273,0.875,Very High,No,No
Bangladesh,COP27,en,Asia,406,,LDC,S_dom,2022,0.09983512,2688.30550090738,0.5964455,0.67,Medium,Yes,No
India,COP27,en,Asia,429,,,S_dom,2022,3.3697212,2410.88802070689,1.9966822,0.644,Medium,No,No
Japan,COP27,en,Asia,433,,,S_dom,2022,3.820641,34017.2718075024,8.501681,0.92,Very High,No,No
Laos,COP27,en,Asia,437,Yes,,S_dom,2022,0.01126494,2054.43078086496,3.0803475,0.62,Medium,Yes,No
Singapore,COP27,en,Asia,459,,,S_dom,2022,0.12355065,82807.6290622897,8.911513,0.949,Very High,No,Yes
Brunei,COP28,en,Asia,512,Yes,,S_dom,2022,0.022641486,37152.4769749763,23.950201,0.823,Very High,No,No
Cambodia,COP28,en,Asia,514,,,S_dom,2022,0.011684355,1759.60802346044,1.1900775,0.6,Medium,Yes,No
India,COP28,en,Asia,528,,,S_dom,2022,3.3697212,2410.88802070689,1.9966822,0.644,Medium,No,No
Vietnam,COP28,en,Asia,578,,,S_dom,2022,0.28334227,4163.51429874522,3.4995174,0.726,High,No,No
North Korea,COP27,en,Asia,418,,,S_dom AG,2022,,32422.5744864287,1.9513915,,,No,No
Georgia,COP24,en,Asia,24,,,S_dom W_int,2018,0.03927724,4722.0424231414,2.6674635,0.814,Very High,No,No
Laos,COP25,en,Asia,133,,,S_dom W_int,2019,0.00802198,2598.50552320723,2.7085655,0.62,Medium,Yes,No
Kuwait,COP26,translated,Asia,220,,,S_dom W_int,2021,0.20437664,32324.8409043988,24.301199,0.847,Very High,No,No
Qatar,COP26,translated,Asia,223,,LDC,S_dom W_int,2021,0.12724951,66858.7417226715,39.884155,0.875,Very High,No,No
Vietnam,COP26,en,Asia,319,,,S_dom W_int,2021,0.26961046,3756.48890080884,3.6171148,0.726,High,No,No
Bahrain,COP27,translated,Asia,392,,,S_dom W_int,2022,0.057045482,30146.925026365,25.672274,0.888,Very High,No,No
Uzbekistan,COP27,translated,Asia,488,,,S_dom W_int,2022,0.36568823,2255.15115496772,3.4830604,0.727,High,No,No
Mongolia,COP28,en,Asia,546,,,S_dom W_int,2022,0.043265168,5045.50470031666,11.150772,0.741,High,No,No
Kuwait,COP24,translated,Asia,8,,LDC,S_dom W_reg,2018,0.19900462,32012.1875249538,24.44828,0.847,Very High,No,No
Armenia,COP26,en,Asia,231,,LDC,S_dom W_reg,2021,0.02208417,4972.78320361917,2.53107,0.786,High,No,No
Pakistan,COP24,en,Asia,46,,,S_int,2018,0.28427866,1620.74259148331,0.93323416,0.54,Low,No,No
Saudi Arabia,COP24,en,Asia,52,,,S_int,2018,0.921042,24175.5833140113,19.615448,0.875,Very High,No,No
Singapore,COP24,en,Asia,54,,,S_int,2018,0.122488864,66836.521995236,8.6052475,0.949,Very High,No,Yes
Bahrain,COP25,translated,Asia,109,,,S_int,2019,0.053971406,25869.1129129041,25.152763,0.888,Very High,No,No
North Korea,COP25,en,Asia,123,,,S_int,2019,,31902.4169048194,2.048663,,,No,No
Japan,COP25,en,Asia,132,,,S_int,2019,3.8812091,40415.9567649547,8.780706,0.92,Very High,No,No
Pakistan,COP25,en,Asia,149,,,S_int,2019,0.29033455,1437.1658330724,0.9228277,0.54,Low,No,No
Singapore,COP25,en,Asia,156,,,S_int,2019,0.121792205,66070.4868123062,5.7579384,0.949,Very High,No,Yes
South Korea,COP25,en,Asia,160,,,S_int,2019,1.0646176,31902.4169048194,12.472093,0.929,Very High,No,No
United Arab Emirates,COP26,en,Asia,228,,,S_int,2021,0.30108762,44332.3400513163,25.333178,0.937,Very High,No,No
Cambodia,COP26,en,Asia,247,,LDC,S_int,2021,0.010784766,1625.23502147979,1.2134761,0.6,Medium,Yes,No
Mongolia,COP26,en,Asia,281,,,S_int,2021,0.042007953,4566.14013029182,11.4274645,0.741,High,No,No
Brunei,COP27,en,Asia,412,,,S_int,2022,0.022641486,37152.4769749763,23.950201,0.823,Very High,No,No
Thailand,COP27,en,Asia,468,,,S_int,2022,0.43842116,6909.9562847948,3.7762568,0.803,Very High,No,No
Japan,COP28,en,Asia,531,,,S_int,2022,3.820641,34017.2718075024,8.501681,0.92,Very High,No,No
South Korea,COP24,en,Asia,57,,LDC,S_reg,2018,1.049142,33447.1562836166,12.968438,0.929,Very High,No,No
Cambodia,COP25,en,Asia,119,,,S_reg,2019,0.008896513,1671.3854000919,1.1241276,0.6,Medium,Yes,No
Japan,COP26,en,Asia,269,,Asia,S_reg,2021,3.8417022,40058.5373276179,8.523455,0.92,Very High,No,No
Kazakhstan,COP28,en,Asia,533,Yes,LDC,S_reg,2022,0.8024235,11492.031938762,13.979704,0.802,Very High,No,No
Singapore,COP28,en,Asia,563,,Asia,S_reg W_dom,2022,0.12355065,82807.6290622897,8.911513,0.949,Very High,No,Yes
Bangladesh,COP24,en,Asia,16,,,W_dom,2018,0.08449894,1963.41249219641,0.5043604,0.67,Medium,Yes,No
Nepal,COP24,en,Asia,45,,,W_dom,2018,0.008252982,1161.5343496373,0.5191309,0.601,Medium,Yes,No
Turkey,COP24,en,Asia,64,,,W_dom,2018,0.61977124,9568.83618958168,5.0967536,0.855,Very High,No,No
Afghanistan,COP25,en,Asia,112,,,W_dom,2019,0.011685668,497.741429257502,0.29340136,0.462,Low,Yes,No
Nepal,COP25,en,Asia,144,,,W_dom,2019,0.0088851135,1185.68231817311,0.47081903,0.601,Medium,Yes,No
Bangladesh,COP26,en,Asia,237,,,W_dom,2021,0.09608941,2457.92403936141,0.5831512,0.67,Medium,Yes,No
Uzbekistan,COP26,translated,Asia,355,,,W_dom,2021,0.36656636,1993.42447787206,3.4149938,0.727,High,No,No
Bahrain,COP28,translated,Asia,489,,,W_dom,2022,0.057045482,30146.925026365,25.672274,0.888,Very High,No,No
Oman,COP28,translated,Asia,492,,,W_dom,2022,0.08315092,25056.7948608378,15.730261,0.819,Very High,No,No
Bhutan,COP26,en,Asia,242,,,W_dom AG,2021,0.0011650942,3560.19770457687,1.3661479,0.681,Medium,No,No
Indonesia,COP24,en,Asia,27,,,W_int,2018,0.80587566,3902.661675559,2.224542,0.713,High,No,No
Armenia,COP25,en,Asia,113,,,W_int,2019,0.022204287,4828.50488626598,2.2279305,0.786,High,No,No
Georgia,COP25,en,Asia,125,,,W_int,2019,0.03905717,4696.15058555612,2.8870666,0.814,Very High,No,No
Tajikistan,COP25,en,Asia,165,,,W_int,2019,0.027891973,889.023371804416,0.94856703,0.679,Medium,No,No
Georgia,COP26,en,Asia,259,,,W_int,2021,0.038687184,5023.27438368985,2.942033,0.814,Very High,No,No
Saudi Arabia,COP26,en,Asia,298,,,W_int,2021,0.9755812,24315.6185511873,17.564127,0.875,Very High,No,No
Singapore,COP26,en,Asia,300,,,W_int,2021,0.12312696,77710.0892373091,9.397426,0.949,Very High,No,Yes
China,COP26,en,Asia,354,,,W_int,2021,14.358465,12617.5051041181,7.9502664,0.788,High,No,No
Armenia,COP27,en,Asia,401,,,W_int,2022,0.02198284,7018.05150434798,2.3045583,0.786,High,No,No
Mongolia,COP27,en,Asia,444,,,W_int,2022,0.043265168,5045.50470031666,11.150772,0.741,High,No,No
Saudi Arabia,COP28,translated,Asia,495,,,W_int,2022,0.9925099,30447.8837074473,18.197495,0.875,Very High,No,No
Cyprus,COP28,en,Asia,517,,,W_int,2022,0.017333673,32048.240234375,5.616782,0.907,Very High,No,No
India,COP24,en,Asia,26,,LDC,W_reg,2018,3.02439,1974.3777314935,1.8941209,0.644,Medium,No,No
Kuwait,COP25,translated,Asia,110,,"[""LDC"",""LDC""]",W_reg,2019,0.20111904,30666.2371314234,24.519451,0.847,Very High,No,No
Mongolia,COP25,en,Asia,143,,LDC,W_reg,2019,0.039293755,4394.94715044543,14.618863,0.741,High,No,No
South Korea,COP26,en,Asia,304,,,W_reg,2021,1.0904891,35142.264267481,11.886425,0.929,Very High,No,No
Tajikistan,COP26,en,Asia,311,,,W_reg,2021,0.02784854,916.691967061922,1.0236204,0.679,Medium,No,No
South Korea,COP28,en,Asia,567,,LDC,W_reg,2022,1.1015382,32422.5744864287,11.598764,0.929,Very High,No,No
San Marino,COP24,en,Europe,51,,,AG,2018,,48464.5246477919,,0.867,Very High,No,No
North Macedonia,COP26,en,Europe,288,Yes,,AG,2021,0.029864555,6778.56287821774,3.6555693,0.765,High,No,No
Austria,COP27,en,Europe,403,Yes,,AG,2022,0.31785434,52084.6811953372,6.8781943,0.926,Very High,No,No
Croatia,COP27,en,Europe,414,Yes,,AG,2022,0.06466795,18570.4039968345,4.348515,0.878,Very High,No,No
Belarus,COP28,en,Europe,507,Yes,,AG,2022,0.2860479,7888.26371063212,6.1669006,0.801,Very High,No,No
Austria,COP24,en,Europe,15,Yes,,NG,2018,0.3305493,51466.5565633634,7.530316,0.926,Very High,No,No
Ukraine,COP24,en,Europe,66,Yes,,NG,2018,1.8551966,3096.5625,5.212142,0.734,High,No,No
Andorra,COP24,translated,Europe,74,Yes,,NG,2018,0.0008668719,42904.8115883352,6.5922117,0.884,Very High,No,No
Luxembourg,COP24,translated,Europe,79,Yes,,NG,2018,0.04522094,116786.511654677,15.748627,0.927,Very High,No,No
Monaco,COP24,translated,Europe,81,Yes,,NG,2018,,193968.090133158,,,,No,No
Austria,COP25,en,Europe,115,Yes,,NG,2019,0.32727507,50067.5857265892,7.6527734,0.926,Very High,No,No
Estonia,COP25,en,Europe,124,Yes,,NG,2019,0.09764243,23424.4847073518,9.286828,0.899,Very High,No,No
Ireland,COP25,en,Europe,129,Yes,,NG,2019,0.13165836,80848.3019020489,7.623691,0.95,Very High,No,No
Liechtenstein,COP25,en,Europe,136,Yes,,NG,2019,0.00055798545,167259.160311816,3.8707013,0.942,Very High,No,No
Slovakia,COP25,en,Europe,157,Yes,,NG,2019,0.23246881,19381.8905468746,6.1934304,0.855,Very High,No,No
Sweden,COP25,en,Europe,164,Yes,,NG,2019,0.29752538,51939.4297445291,3.9936066,0.952,Very High,No,No
Ukraine,COP25,en,Europe,169,Yes,,NG,2019,1.8272367,3661.45776367188,5.020078,0.734,High,No,No
Monaco,COP25,translated,Europe,185,Yes,,NG,2019,,199382.838585354,,,,No,No
Belarus,COP25,translated,Europe,187,Yes,,NG,2019,0.2940366,6837.76832136779,6.4189095,0.801,Very High,No,No
Belarus,COP26,en,Europe,239,Yes,,NG,2021,0.2887825,7489.71894713888,6.362195,0.801,Very High,No,No
Bosnia and Herzegovina,COP26,en,Europe,243,Yes,,NG,2021,0.05660572,7230.19883771887,6.0954695,0.779,High,No,No
Croatia,COP26,en,Europe,249,Yes,,NG,2021,0.06504232,17809.0323901126,4.288185,0.878,Very High,No,No
Finland,COP26,en,Europe,257,Yes,,NG,2021,0.18590486,53504.6936483441,6.8546104,0.942,Very High,No,No
Greece,COP26,en,Europe,260,Yes,,NG,2021,0.23816837,20310.6824798873,5.510225,0.893,Very High,No,No
Ireland,COP26,en,Europe,267,Yes,,NG,2021,0.1303971,102001.798249145,7.5297494,0.95,Very High,No,No
Netherlands,COP26,en,Europe,286,Yes,,NG,2021,0.6853165,58727.8705471475,7.993908,0.946,Very High,No,No
Portugal,COP26,en,Europe,292,Yes,,NG,2021,0.15284564,24661.1664874576,3.8812351,0.874,Very High,No,No
Romania,COP26,en,Europe,293,Yes,,NG,2021,0.49892467,14946.624968678,3.9936028,0.827,Very High,No,No
Slovakia,COP26,en,Europe,301,Yes,,NG,2021,0.22666682,21768.1486708026,6.4554424,0.855,Very High,No,No
Switzerland,COP26,translated,Europe,351,Yes,,NG,2021,0.17631823,93446.4344518943,4.117553,0.967,Very High,No,No
Bosnia and Herzegovina,COP27,en,Europe,411,Yes,,NG,2022,0.05653278,7568.79847995923,6.1034565,0.779,High,No,No
Czechia,COP27,en,Europe,416,Yes,,NG,2022,0.6867604,27226.6156386023,9.3357525,0.895,Very High,No,No
Denmark,COP27,en,Europe,417,Yes,,NG,2022,0.23364197,67790.0539923276,4.940161,0.952,Very High,No,No
Iceland,COP27,en,Europe,428,Yes,,NG,2022,0.009271943,73466.7786674708,9.499798,0.959,Very High,No,No
Ireland,COP27,en,Europe,431,Yes,,NG,2022,0.12985232,103983.29133582,7.7211185,0.95,Very High,No,No
Lithuania,COP27,en,Europe,439,Yes,,NG,2022,0.089155644,25064.808914729,4.606163,0.879,Very High,No,No
Malta,COP27,en,Europe,441,Yes,,NG,2022,0.0060534556,34127.5105566356,3.1035979,0.915,Very High,No,No
Norway,COP27,en,Europe,451,Yes,,NG,2022,0.15288605,108729.18690323,7.5093055,0.966,Very High,No,No
Russian Federation,COP27,en,Europe,455,Yes,,NG,2022,,15270.7060546875,11.416899,0.821,Very High,No,No
San Marino,COP27,en,Europe,457,Yes,,NG,2022,,54982.451714817,,0.867,Very High,No,No
Serbia,COP27,en,Europe,458,Yes,,NG,2022,0.16334416,9537.68286673128,6.024712,0.805,Very High,No,No
Slovakia,COP27,en,Europe,460,Yes,,NG,2022,0.22384347,21256.8084273666,6.051555,0.855,Very High,No,No
Spain,COP27,translated,Europe,478,Yes,,NG,2022,0.8629713,29674.5442864413,5.1644425,0.911,Very High,No,No
Andorra,COP27,translated,Europe,479,Yes,,NG,2022,0.00088510854,41992.7727779758,4.6171236,0.884,Very High,No,No
Monaco,COP27,translated,Europe,487,Yes,,NG,2022,,240862.18244774,,,,No,No
Germany,COP28,translated,Europe,497,Yes,,NG,2022,5.3013473,48717.9911402128,7.9837584,0.95,Very High,No,No
Austria,COP28,en,Europe,503,Yes,,NG,2022,0.31785434,52084.6811953372,6.8781943,0.926,Very High,No,No
Czechia,COP28,en,Europe,518,Yes,,NG,2022,,27226.6156386023,9.3357525,0.895,Very High,No,No
Denmark,COP28,en,Europe,519,Yes,,NG,2022,0.23364197,67790.0539923276,4.940161,0.952,Very High,No,No
